id,page,bbox,text length,text
502,page 15 of ../pdf/orsted sustainability report.pdf,"(294.2638854980469, 732.7246704101562, 430.6124572753906, 760.5684204101562)",7,4.9 3.6 2.9 2019 2020 Target (2025) 
503,page 15 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 560.279052734375, 1141.485595703125, 582.791015625)",17,Substantiated whistle-blower cases (number) Screenings on all sourcing contracts above DKK 3 million and  assessments opened (number) 
504,page 15 of ../pdf/orsted sustainability report.pdf,"(908.5045166015625, 477.8949890136719, 965.3684692382812, 488.7829895019531)",2,Programme 18 
505,page 15 of ../pdf/orsted sustainability report.pdf,"(908.5040283203125, 491.6506042480469, 1137.8311767578125, 505.2606201171875)",6,Human rights and responsible business partners 
506,page 15 of ../pdf/orsted sustainability report.pdf,"(908.5040283203125, 512.8712158203125, 1146.373046875, 547.3831787109375)",28,"Through screenings and assessments, we identify performance  gaps in our suppliers' adherence to our Code of Conduct (CoC)  for business partners. We take action to close any gaps. "
507,page 15 of ../pdf/orsted sustainability report.pdf,"(651.9840087890625, 477.89520263671875, 708.7119750976562, 488.783203125)",2,Programme 17 
508,page 15 of ../pdf/orsted sustainability report.pdf,"(651.9871826171875, 491.6506042480469, 762.5562133789062, 505.2606201171875)",3,Good business conduct 
509,page 15 of ../pdf/orsted sustainability report.pdf,"(651.9871826171875, 512.8712158203125, 885.3526611328125, 547.3831787109375)",25,"We prohibit all forms of bribery and corruption. We promote  compliance internally and with our business partners through  due diligence, training, and reporting of misconduct. "
510,page 15 of ../pdf/orsted sustainability report.pdf,"(651.6209716796875, 594.0242309570312, 1004.7037963867188, 628.9124755859375)",12,384 51 Risk  screenings Desktop & site  assessments 3 4 2019 2020 
511,page 15 of ../pdf/orsted sustainability report.pdf,"(822.9921264648438, 98.71809387207031, 880.0560302734375, 109.60608673095703)",2,Programme 14 
512,page 15 of ../pdf/orsted sustainability report.pdf,"(822.9921264648438, 112.47468566894531, 937.1710815429688, 126.08468627929688)",2,Employee development 
513,page 15 of ../pdf/orsted sustainability report.pdf,"(822.9921264648438, 133.69529724121094, 972.2064208984375, 168.20729064941406)",18,We are building a culture of continuous  learning and development to retain  existing talent and engage new talent. 
514,page 15 of ../pdf/orsted sustainability report.pdf,"(651.9681396484375, 98.71931457519531, 708.736083984375, 109.60730743408203)",2,Programme 13 
515,page 15 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 112.47468566894531, 807.5464477539062, 126.08468627929688)",4,Employee health and well-being 
516,page 15 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 133.69529724121094, 800.5349731445312, 180.20729064941406)",20,"We implement a holistic approach to  physical, social and mental health, and  well-being to enable good employee  performance and engagement. "
517,page 15 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 193.1033172607422, 809.295654296875, 227.6153106689453)",16,Share of employees that have recorded  incidents of stress – both light and heavy  cases (%) 
518,page 15 of ../pdf/orsted sustainability report.pdf,"(822.9924926757812, 193.1033172607422, 969.5821533203125, 227.6153106689453)",12,Employee learning and development  (index 0-100 where 100 is high learning  opportunities) 
519,page 15 of ../pdf/orsted sustainability report.pdf,"(994.0164794921875, 193.1033172607422, 1124.7186279296875, 215.6153106689453)",9,Employee satisfaction (index 0-100  where 100 is high satisfaction) 
520,page 15 of ../pdf/orsted sustainability report.pdf,"(994.0164794921875, 98.71931457519531, 1050.736572265625, 109.60730743408203)",2,Programme 15 
521,page 15 of ../pdf/orsted sustainability report.pdf,"(994.015625, 112.47468566894531, 1100.564697265625, 126.08468627929688)",2,Employee satisfaction 
522,page 15 of ../pdf/orsted sustainability report.pdf,"(994.015625, 133.69529724121094, 1147.1016845703125, 180.20729064941406)",24,"Employee satisfaction and motivation is  important to us, and we aim to remain  in the top 10 % in a benchmark of peer  companies. "
523,page 15 of ../pdf/orsted sustainability report.pdf,"(651.5474243164062, 241.22438049316406, 729.1124267578125, 261.6393737792969)",2,9.4 11.0 
524,page 15 of ../pdf/orsted sustainability report.pdf,"(653.0383911132812, 241.22438049316406, 1130.240234375, 271.46807861328125)",20,2019 2020 77 77 80 2019 2020 Target (2020) 77 78 Top 10 %  among peers 2019 2020 Target (2020) 
525,page 15 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 300.2462158203125, 708.9044799804688, 311.13421630859375)",2,Programme 16 
526,page 15 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 314.0029296875, 750.5574951171875, 327.6129455566406)",3,Inclusion of diversity 
527,page 15 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 335.2235107421875, 957.94091796875, 357.73553466796875)",23,"We promote, encourage, and advocate for a culture where different perspectives  are valued and leveraged, and where it is safe to speak up. "
528,page 15 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 377.3115234375, 1088.390625, 399.82354736328125)",30,"The share of women in positions as senior directors  or higher - Leadership Conference (%) The share of women in positions of directors,   senior managers, managers, and team leads (%) "
529,page 15 of ../pdf/orsted sustainability report.pdf,"(39.685001373291016, 416.24481201171875, 1041.2703857421875, 450.9775085449219)",16,13 20 22 2019 2020 Target (2023) 25 26 30 2019 2020 Target (2023) Programme 10 
530,page 15 of ../pdf/orsted sustainability report.pdf,"(39.685001373291016, 453.84619140625, 129.99400329589844, 467.4562072753906)",2,Local communities 
531,page 15 of ../pdf/orsted sustainability report.pdf,"(39.685001373291016, 475.0668029785156, 268.41864013671875, 521.5787963867188)",24,We want to develop our renewable energy projects so that  they create benefits for local communities and address com- munity concerns and expectations. . 
532,page 15 of ../pdf/orsted sustainability report.pdf,"(296.22100830078125, 440.0908203125, 351.405029296875, 450.97882080078125)",2,Programme 11 
533,page 15 of ../pdf/orsted sustainability report.pdf,"(296.22039794921875, 453.84619140625, 407.9404602050781, 467.4562072753906)",2,Resource management 
534,page 15 of ../pdf/orsted sustainability report.pdf,"(296.22039794921875, 475.0668029785156, 528.498779296875, 509.5788269042969)",22,"We work to reduce, reuse, and recycle waste materials where  possible to limit the impact on natural resources and lower  carbon emissions. "
535,page 15 of ../pdf/orsted sustainability report.pdf,"(296.22039794921875, 522.474853515625, 517.6820068359375, 544.98681640625)",17,Other waste from production and administration reused or recycled (excluding wastewater from the oil pipeline) - (%) 
536,page 15 of ../pdf/orsted sustainability report.pdf,"(296.0581970214844, 566.5199584960938, 365.83819580078125, 586.9349975585938)",2,84 78 
537,page 15 of ../pdf/orsted sustainability report.pdf,"(296.10919189453125, 584.64013671875, 365.7801513671875, 594.3637084960938)",2,2019 2020 
538,page 15 of ../pdf/orsted sustainability report.pdf,"(39.685001373291016, 533.734130859375, 260.6265869140625, 588.24609375)",32,"Based on frequent engagement with our local  stakeholders, we strive to tailor our local initiatives to the  needs of local communities, including community benefit  funds, apprenticeships and scholarships, and local supplier  development. "
539,page 15 of ../pdf/orsted sustainability report.pdf,"(908.5009765625, 746.7741088867188, 1114.37841796875, 757.2860717773438)",9,Global corporate income tax paid in 2020 (billion DKK) 
540,page 15 of ../pdf/orsted sustainability report.pdf,"(651.9649658203125, 662.7180786132812, 708.8609008789062, 673.6060791015625)",2,Programme 19 
541,page 15 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 676.4747314453125, 800.2765502929688, 690.084716796875)",4,Information and cyber security 
542,page 15 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 697.6953125, 866.9579467773438, 732.207275390625)",24,We work to ensure the security of corporate information  and critical infrastructure through a risk-based approach  and in close collaboration with our business partners. 
543,page 15 of ../pdf/orsted sustainability report.pdf,"(908.5045166015625, 662.7192993164062, 967.2964477539062, 673.6072998046875)",2,Programme 20 
544,page 15 of ../pdf/orsted sustainability report.pdf,"(908.5040283203125, 676.4747314453125, 1030.5621337890625, 690.084716796875)",3,Responsible tax practices 
545,page 15 of ../pdf/orsted sustainability report.pdf,"(908.5040283203125, 697.6953125, 1142.892333984375, 732.207275390625)",20,We are transparent in our tax reporting and voluntarily  disclose country-specific information about our tax position in  our annual report. 
546,page 15 of ../pdf/orsted sustainability report.pdf,"(909.7175903320312, 770.0733032226562, 931.8576049804688, 797.9169921875)",2,1.1 2020 
547,page 15 of ../pdf/orsted sustainability report.pdf,"(651.9683837890625, 760.3096313476562, 793.9273071289062, 799.4496459960938)",12,We carry out ongoing global  campaigns for safe behaviour  in the workplace. 
548,page 15 of ../pdf/orsted sustainability report.pdf,"(39.6802978515625, 24.286693572998047, 1150.8643798828125, 35.1746940612793)",6,Sustainability report 2020   Ørsted 31 30 
549,page 16 of ../pdf/orsted sustainability report.pdf,"(125.51689910888672, 799.9365844726562, 142.02688598632812, 808.4776000976562)",1,2006 
550,page 16 of ../pdf/orsted sustainability report.pdf,"(127.26180267333984, 721.4343872070312, 140.28179931640625, 730.96142578125)",1,462 
551,page 16 of ../pdf/orsted sustainability report.pdf,"(148.55369567871094, 799.9365844726562, 162.90570068359375, 808.4776000976562)",1,2019 
552,page 16 of ../pdf/orsted sustainability report.pdf,"(151.39320373535156, 777.0786743164062, 160.0662078857422, 786.605712890625)",1,65 
553,page 16 of ../pdf/orsted sustainability report.pdf,"(148.06129455566406, 712.2354125976562, 163.75131225585938, 720.1194458007812)",2,-87 % 
554,page 16 of ../pdf/orsted sustainability report.pdf,"(157.53709411621094, 703.1502685546875, 423.0404357910156, 711.9688110351562)",4,-13 % -98 % 
555,page 16 of ../pdf/orsted sustainability report.pdf,"(423.40570068359375, 694.9998168945312, 439.6297302246094, 702.8838500976562)",2,-50 % 
556,page 16 of ../pdf/orsted sustainability report.pdf,"(169.62440490722656, 799.9365844726562, 185.7509002685547, 808.4776000976562)",1,2020 
557,page 16 of ../pdf/orsted sustainability report.pdf,"(173.38259887695312, 778.0795288085938, 181.9925994873047, 787.6065673828125)",1,58 
558,page 16 of ../pdf/orsted sustainability report.pdf,"(190.04180908203125, 799.791015625, 209.2493133544922, 815.33251953125)",2,2025 target 
559,page 16 of ../pdf/orsted sustainability report.pdf,"(195.83399963378906, 786.1456909179688, 203.45700073242188, 795.6727294921875)",1,10 
560,page 16 of ../pdf/orsted sustainability report.pdf,"(774.3228759765625, 799.9365844726562, 837.7498168945312, 808.4776000976562)",2,2019 2020 
561,page 16 of ../pdf/orsted sustainability report.pdf,"(824.31201171875, 742.2468872070312, 835.0640869140625, 753.1348876953125)",1,7.6 
562,page 16 of ../pdf/orsted sustainability report.pdf,"(859.7130126953125, 799.791015625, 896.0416259765625, 808.33203125)",2,2025 target 
563,page 16 of ../pdf/orsted sustainability report.pdf,"(873.8212280273438, 700.3380126953125, 881.9332275390625, 711.2260131835938)",1,15 
564,page 16 of ../pdf/orsted sustainability report.pdf,"(989.272705078125, 799.9365844726562, 1052.69970703125, 808.4776000976562)",2,2019 2020 
565,page 16 of ../pdf/orsted sustainability report.pdf,"(1039.9058837890625, 775.455810546875, 1049.825927734375, 786.3438110351562)",1,1.7 
566,page 16 of ../pdf/orsted sustainability report.pdf,"(1074.6627197265625, 799.791015625, 1110.9912109375, 808.33203125)",2,2025 target 
567,page 16 of ../pdf/orsted sustainability report.pdf,"(1090.4029541015625, 756.9862060546875, 1095.2509765625, 767.8742065429688)",1,5 
568,page 16 of ../pdf/orsted sustainability report.pdf,"(226.64199829101562, 799.9365844726562, 243.15199279785156, 808.4776000976562)",1,2006 
569,page 16 of ../pdf/orsted sustainability report.pdf,"(231.5438995361328, 776.7348022460938, 238.64889526367188, 786.2618408203125)",1,17 
570,page 16 of ../pdf/orsted sustainability report.pdf,"(249.67880249023438, 799.9365844726562, 286.8782958984375, 808.4776000976562)",2,2019 2020 
571,page 16 of ../pdf/orsted sustainability report.pdf,"(274.231201171875, 735.3494262695312, 283.3941955566406, 744.87646484375)",1,90 
572,page 16 of ../pdf/orsted sustainability report.pdf,"(291.1669006347656, 799.791015625, 310.3743896484375, 815.33251953125)",2,2025 target 
573,page 16 of ../pdf/orsted sustainability report.pdf,"(296.36419677734375, 730.2471313476562, 305.17718505859375, 739.774169921875)",1,99 
574,page 16 of ../pdf/orsted sustainability report.pdf,"(252.4532012939453, 737.9050903320312, 261.252197265625, 747.43212890625)",1,86 
575,page 16 of ../pdf/orsted sustainability report.pdf,"(991.2686767578125, 779.6640014648438, 1001.628662109375, 790.552001953125)",1,1.0 
576,page 16 of ../pdf/orsted sustainability report.pdf,"(775.55078125, 746.7822875976562, 787.44677734375, 757.6702880859375)",1,6.8 
577,page 16 of ../pdf/orsted sustainability report.pdf,"(455.1693115234375, 737.5225219726562, 471.497314453125, 748.4105224609375)",1,25.3 
578,page 16 of ../pdf/orsted sustainability report.pdf,"(455.25689697265625, 800.6414184570312, 471.3833923339844, 809.1824340820312)",1,2020 
579,page 16 of ../pdf/orsted sustainability report.pdf,"(392.8493957519531, 716.924072265625, 409.49737548828125, 727.8120727539062)",1,36.2 
580,page 16 of ../pdf/orsted sustainability report.pdf,"(393.9552001953125, 800.6414184570312, 408.3917236328125, 809.1824340820312)",1,2018 
581,page 16 of ../pdf/orsted sustainability report.pdf,"(486.7333068847656, 757.7429809570312, 502.0932922363281, 768.6309814453125)",1,14.6 
582,page 16 of ../pdf/orsted sustainability report.pdf,"(484.8094787597656, 800.6414184570312, 504.0169677734375, 816.1829223632812)",2,2032  target 
583,page 16 of ../pdf/orsted sustainability report.pdf,"(423.67340087890625, 719.9476928710938, 440.8333740234375, 730.835693359375)",1,34.6 
584,page 16 of ../pdf/orsted sustainability report.pdf,"(425.077392578125, 800.6414184570312, 439.4294128417969, 809.1824340820312)",1,2019 
585,page 16 of ../pdf/orsted sustainability report.pdf,"(362.0015869140625, 730.1524047851562, 378.185546875, 741.0404052734375)",1,29.2 
586,page 16 of ../pdf/orsted sustainability report.pdf,"(355.01690673828125, 800.6414184570312, 386.74334716796875, 823.1834106445312)",4,Adjusted  base year  2018 
587,page 16 of ../pdf/orsted sustainability report.pdf,"(39.68510055541992, 98.24000549316406, 517.6458740234375, 137.85000610351562)",22,Programme overview 1  Decarbonisation of energy generation  and operations 2  Decarbonisation of supply chain  and wholesale buying and selling of  natural gas 
588,page 16 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 98.24000549316406, 1126.24951171875, 117.48605346679688)",12,Programme overview 3  Deployment of offshore wind  4  Deployment of onshore renewables 
589,page 16 of ../pdf/orsted sustainability report.pdf,"(39.68510055541992, 147.13014221191406, 301.63995361328125, 183.3831787109375)",35,"Sustainability  challenge Climate action and energy efficiency: As 73 % of global  carbon emissions come from the use of fossil fuel-based  energy, decarbonising energy generation and improving  energy efficiency are essentual to limit climate change. "
590,page 16 of ../pdf/orsted sustainability report.pdf,"(331.65509033203125, 147.1371612548828, 515.7396240234375, 183.39019775390625)",28,"Climate action: To realise a net-zero world, the energy  industry must reduce emissions in the supply chain of  renewable energy technologies and phase out fossil fuel- based activities. "
591,page 16 of ../pdf/orsted sustainability report.pdf,"(651.9680786132812, 147.14418029785156, 1144.6048583984375, 174.39520263671875)",44,Societal challenge Green energy deployment: The deployment of renewable energy technologies must be accelerated to help phase out coal and  other fossil fuels from the global energy systems at the pace and scale required by climate science to limit global warming to  1.5 °C.  
592,page 16 of ../pdf/orsted sustainability report.pdf,"(39.68499755859375, 193.91822814941406, 318.1084899902344, 248.17529296875)",60,"Our approach We increase our total share of green energy and work to  reduce emissions to achieve carbon neutrality in our energy  generation and operations by 2025. This covers the emissions  from the generation of heat and power and from our  operations and maintenance, including the vessels servicing  our wind farms, our vehicles, and our sites (scopes 1 and 2).  "
593,page 16 of ../pdf/orsted sustainability report.pdf,"(331.65496826171875, 193.97430419921875, 531.8829956054688, 248.182373046875)",54,We reduce emissions from our supply chain and from  wholesale buying and selling of natural gas and fossil fuel- based power (scope 3) in line with scientific requirements and  we work to achieve carbon neutrality by 2040 (scopes 1-3).  We work with our suppliers to reduce emissions from offshore  wind farm components and logistics. 
594,page 16 of ../pdf/orsted sustainability report.pdf,"(651.9679565429688, 193.93238830566406, 929.9517211914062, 257.19146728515625)",70,"Our approach We deploy offshore wind farms globally. We want to increase  the deployment across our regions — the UK, Continental  Europe, North America, and Asia Pacific. Through scale and  technological development, we drive down the costs of  green electricity in the markets where we operate. Our target  is to have built 15 GW of offshore wind capacity by 2025 and  30 GW across all green energy technologies by 2030. "
595,page 16 of ../pdf/orsted sustainability report.pdf,"(943.9379272460938, 193.9954833984375, 1144.060302734375, 239.2015380859375)",48,"We deploy onshore renewable energy technologies, including  onshore wind and solar PV. Our focus is to expand our  regional leadership position in the US. Our target is to have  built 5 GW of onshore wind capacity by 2025 and 30 GW  across all green energy technologies by 2030. "
596,page 16 of ../pdf/orsted sustainability report.pdf,"(39.6849365234375, 267.72650146484375, 317.74951171875, 456.95965576171875)",189,"Our progress • We have reduced the carbon intensity of our energy  generation and operations by 87 % since 2006, to 58 g  CO2e/kWh in 2020. We are on track to deliver a 98 %  reduction by 2025.  • The build-out of green energy is a key driver, and we have  reached a 90 % share of green energy generation. • We continue to push for optimised vessel designs and  the use of biofuels in our vessel portfolio, including hybrid  and battery technology, fuel cells, and offshore charging  possibilities. • As of 2021, we will no longer buy or lease fossil-fuelled  cars, and, by 2025, our entire fleet of vehicles, including site  and operational vehicles, will be fully electric. Currently,  we have a 38 % share of electric vehicles (including plug-in  hybrids) in our fleet. • We cover 100 % of our own power consumption with green  certificates, mainly from our offshore wind farms.  • We have initiated a project to identify options for offsetting  any residual emissions we may still have by 2025 (scopes  1 and 2). These solutions must be certified and able to  document carbon removal. "
597,page 16 of ../pdf/orsted sustainability report.pdf,"(331.6531066894531, 267.763671875, 532.2450561523438, 475.0059814453125)",202,"• We have set an interim target towards 2040 of reducing  emissions from our supply chain and gas sales (scope 3)  by 50 % by 2032. We updated our 2018 base year as we  divested our LNG business that accounted for 20 % of the  total 2018 base year scope 3 emissions. We are currently  on track with a 13 % reduction of emissions since 2018. • We have established dialogue on decarbonisation with  our key strategic suppliers in the most carbon-intensive  categories in offshore wind. • We have partnered with the Carbon Disclosure Project  (CDP) to promote a transparent and uniform way of  measuring and disclosing emissions in our supply chain. • Of our 28 key strategic suppliers, 26 have successfully  disclosed to the CDP, and the remaining two have  committed to do so next year.  • We have decided that our strategic suppliers shall produce  and deliver their products and services to us using 100 %  green electricity by 2025, at the latest. • We have co-founded the Climate Group’s SteelZero  initiative, with the aim to drive the cross-sectoral innovation  journey needed to decarbonise steel.  • We continue to integrate green requirements in tenders for  office supplies and administrative services.  "
598,page 16 of ../pdf/orsted sustainability report.pdf,"(651.97314453125, 267.7569580078125, 931.1398315429688, 475.04827880859375)",195,"Our progress • We have installed our 1,500th wind turbine, and are well on  track to meet our target of 15GW installed offshore wind  capacity by 2025, with a current capacity of 7.6 GW. • We have commissioned the 752 MW Borssele 1 & 2  Offshore Wind Farm in the Netherlands, the biggest  offshore wind farm in the country. • As the EPC provider, we have been part of the Coastal  Virginia demonstration project, the first-ever offshore  wind turbine to be installed in US federal waters. With only  two wind turbines, the project is intended to show the  possibilities of offshore wind in the US. •  Our portfolio of long-term CPPAs (corporate power  purchase agreements) is constantly expanding, with large  companies wanting to secure their power from renewable  sources. Most recently:  –   We have signed the world’s largest renewables CPPA  with TSMC in Taiwan, securing an offtake of the full  production from our 920 MW Greater Changhua 2b & 4  Offshore Wind Farm.  –   We have signed the largest offshore wind CPPA in Europe  with the technology company Amazon, which will buy  the output of 250 MW from the Borkum Riffgrund 3  Offshore Wind Farm. "
599,page 16 of ../pdf/orsted sustainability report.pdf,"(943.9431762695312, 267.8482666015625, 1144.4512939453125, 412.07647705078125)",143,"• We have increased our installed onshore energy generation  capacity to 1.7 GW, and are on track to meet our 2025  target of 5 GW. • We have expanded our portfolio of onshore wind farms in  the US by purchasing the Haystack project in Nebraska and  by completing the Willow Creek project in South Dakota  and the Sage Draw project in Texas. • We have also completed the Plum Creek project in  Nebraska, a 230 MW onshore wind farm consisting of 82  wind turbines. • We have expanded our solar energy portfolio in the US by  acquiring the 227 MW Muscle Shoals project in Alabama. • We have taken final investment decisions on both the      367 MW Western Trail project, our largest onshore wind  project to date, and the Old 300 Solar Center, a new         430 MWac Houston solar PV project in Texas.  "
600,page 16 of ../pdf/orsted sustainability report.pdf,"(39.690185546875, 485.6044616699219, 1107.6932373046875, 504.13348388671875)",55,"Actions to become future-fit Achieve carbon neutrality in our energy generation and  operations (scopes 1 and 2) by 2025. Achieve carbon neutrality across our total carbon footprint  (scopes 1-3) by 2040, a decade earlier than science demands. Actions to become future-fit Work with governments, companies, and international organisations to accelerate the global green energy build-out. "
601,page 16 of ../pdf/orsted sustainability report.pdf,"(39.69012451171875, 514.5144653320312, 1140.9927978515625, 532.7634887695312)",39,Our governance Accountability lies with the Executive Committee. Accountability lies with the Executive Committee.  Our governance Accountability lies with the Executive Vice President (EVP) of  our Offshore business unit. Accountability lies with the EVP of our Onshore business unit. 
602,page 16 of ../pdf/orsted sustainability report.pdf,"(39.6900634765625, 543.2844848632812, 1067.6962890625, 561.8134765625)",50,"Policy and link to  more information • Ørsted Sustainability commitment  • ESG performance report: Section 2.7 • ESG performance report: Section 2.8 Policy and link to  more information • ESG performance report: Section 2.1 • Annual report, pages 23-25 • ESG performance report: Section 2.1 • Annual report, page 26 "
603,page 16 of ../pdf/orsted sustainability report.pdf,"(39.6971435546875, 572.0614624023438, 83.3281478881836, 599.592529296875)",4,International frameworks of reference 
604,page 16 of ../pdf/orsted sustainability report.pdf,"(117.64913940429688, 572.117431640625, 317.5760192871094, 599.3194580078125)",21,• Paris Agreement  • Greenhouse Gas Protocol & Science Based Targets initiative  • IPCC Special Report: Global Warming of 1.5 ºC 
605,page 16 of ../pdf/orsted sustainability report.pdf,"(331.6671447753906, 572.1244506835938, 531.5940551757812, 599.326416015625)",21,• Paris Agreement  • Greenhouse Gas Protocol & Science Based Targets initiative  • IPCC Special Report: Global Warming of 1.5 ºC 
606,page 16 of ../pdf/orsted sustainability report.pdf,"(651.9871826171875, 572.0824584960938, 695.6181640625, 599.6134643554688)",4,International frameworks of reference 
607,page 16 of ../pdf/orsted sustainability report.pdf,"(729.939208984375, 572.138427734375, 887.5353393554688, 590.3384399414062)",12,• Paris Agreement  • IPCC Special Report: Global Warming of 1.5 ºC 
608,page 16 of ../pdf/orsted sustainability report.pdf,"(39.7042236328125, 609.8613891601562, 97.22321319580078, 637.3924560546875)",5,Examples of  partnerships and  collaborations 
609,page 16 of ../pdf/orsted sustainability report.pdf,"(117.65621948242188, 609.9174194335938, 227.05850219726562, 637.119384765625)",14,"• EV100, the Climate Group • World Wildlife Foundation DK • Energy Transitions Commission   "
610,page 16 of ../pdf/orsted sustainability report.pdf,"(331.6742248535156, 609.9244384765625, 465.5911865234375, 637.1264038085938)",15,• The Climate Group’s SteelZero Initiative • Getting to Zero Coalition • Natural Capital Partners 
611,page 16 of ../pdf/orsted sustainability report.pdf,"(651.9942626953125, 609.8823852539062, 709.5132446289062, 637.4134521484375)",5,Examples of  partnerships and  collaborations 
612,page 16 of ../pdf/orsted sustainability report.pdf,"(729.9462890625, 609.9383544921875, 922.0821533203125, 637.140380859375)",18,"• Ocean Renewable Energy Action Coalition, spearheaded  by Ørsted and Equinor • North America’s Building Trades Unions (NABTU) "
613,page 16 of ../pdf/orsted sustainability report.pdf,"(943.9642944335938, 609.9453735351562, 962.4302978515625, 619.1433715820312)",2,• N/A 
614,page 16 of ../pdf/orsted sustainability report.pdf,"(39.7113037109375, 647.6683959960938, 981.2515869140625, 665.9173583984375)",46,SDG contribution 13: We will become carbon-neutral to help limit climate  change. 13: We are reducing our indirect carbon emissions across our  entire carbon footprint to help limit climate change. SDG contribution 7.2: We are increasing the share of renewable energy in the global energy mix. 
615,page 16 of ../pdf/orsted sustainability report.pdf,"(39.71124267578125, 676.4383544921875, 80.4232406616211, 694.9674072265625)",3,Targets and  indicators 
616,page 16 of ../pdf/orsted sustainability report.pdf,"(331.6812438964844, 676.2285766601562, 692.68017578125, 694.7576293945312)",9,Carbon emissions (scope 3) (Mt CO2e) Targets and  indicators 
617,page 16 of ../pdf/orsted sustainability report.pdf,"(729.920166015625, 676.2285766601562, 1098.4276123046875, 685.755615234375)",12,Installed offshore wind capacity (GW) Installed onshore wind and solar capacity (GW) 
618,page 16 of ../pdf/orsted sustainability report.pdf,"(125.1968002319336, 24.342693328857422, 290.9151916503906, 34.85469436645508)",5,Catalysing the green energy transformation 
619,page 16 of ../pdf/orsted sustainability report.pdf,"(117.82679748535156, 675.9982299804688, 290.0718994140625, 695.7550659179688)",8,GHG intensity (g CO2e/kWh) Green energy share   (%) 
620,page 16 of ../pdf/orsted sustainability report.pdf,"(39.678672790527344, 24.286693572998047, 1150.8626708984375, 35.1746940612793)",6,Ørsted Sustainability report 2020 33   32 
621,page 17 of ../pdf/orsted sustainability report.pdf,"(734.3856811523438, 799.791015625, 920.2726440429688, 808.33203125)",10,2017 2017 2018 2018 2019 2020 2019 2020 Total Total 
622,page 17 of ../pdf/orsted sustainability report.pdf,"(764.330078125, 723.054931640625, 779.5380859375, 733.9429321289062)",1,10.2 
623,page 17 of ../pdf/orsted sustainability report.pdf,"(787.6181030273438, 701.494873046875, 818.9700317382812, 712.3828735351562)",2,6.2 24.1 
624,page 17 of ../pdf/orsted sustainability report.pdf,"(740.7813720703125, 779.7667236328125, 750.9494018554688, 790.6547241210938)",1,1.6 
625,page 17 of ../pdf/orsted sustainability report.pdf,"(755.6213989257812, 758.542724609375, 765.3653564453125, 769.4307250976562)",1,6.1 
626,page 17 of ../pdf/orsted sustainability report.pdf,"(838.35498046875, 779.7340087890625, 850.2990112304688, 790.6220092773438)",1,0.2 
627,page 17 of ../pdf/orsted sustainability report.pdf,"(855.2908935546875, 756.9871215820312, 867.37890625, 767.8751220703125)",1,0.8 
628,page 17 of ../pdf/orsted sustainability report.pdf,"(889.2908935546875, 708.7951049804688, 901.4029541015625, 719.68310546875)",1,0.6 
629,page 17 of ../pdf/orsted sustainability report.pdf,"(874.346923828125, 725.8031005859375, 882.3389282226562, 736.6911010742188)",1,1.1 
630,page 17 of ../pdf/orsted sustainability report.pdf,"(906.8348999023438, 708.7951049804688, 918.3389282226562, 719.68310546875)",1,2.7 
631,page 17 of ../pdf/orsted sustainability report.pdf,"(161.79629516601562, 800.6414184570312, 176.14828491210938, 809.1824340820312)",1,2019 
632,page 17 of ../pdf/orsted sustainability report.pdf,"(162.9163055419922, 717.4511108398438, 175.02830505371094, 728.339111328125)",1,0.6 
633,page 17 of ../pdf/orsted sustainability report.pdf,"(209.09820556640625, 800.6414184570312, 283.52252197265625, 809.1824340820312)",3,2020 2023 target 
634,page 17 of ../pdf/orsted sustainability report.pdf,"(211.1053924560547, 717.528076171875, 223.21739196777344, 728.4160766601562)",1,0.6 
635,page 17 of ../pdf/orsted sustainability report.pdf,"(262.6253967285156, 785.3361206054688, 268.0733947753906, 796.22412109375)",1,0 
636,page 17 of ../pdf/orsted sustainability report.pdf,"(39.68510055541992, 98.24000549316406, 481.8068542480469, 124.85000610351562)",15,Programme overview 5  Greener combined heat and power  plants 6  Green energy utilisation and  integration 
637,page 17 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 98.24000549316406, 819.9012451171875, 117.48605346679688)",5,Programme overview 7  Financing green  
638,page 17 of ../pdf/orsted sustainability report.pdf,"(39.68510055541992, 134.13014221191406, 312.6485900878906, 170.3831787109375)",36,"Sustainability  challenge Green energy deployment: Coal continues to be the most  widely used fuel for power generation globally even though  it is the most carbon-intensive fossil fuel. To limit climate  change, coal must be phased out. "
639,page 17 of ../pdf/orsted sustainability report.pdf,"(331.65509033203125, 134.1371612548828, 528.5587158203125, 188.39422607421875)",45,"Green and reliable energy system: To help balance supply  and demand of green energy, store energy, and use green  power to decarbonise industries where emissions are  particularly hard to abate, new technologies must be tested,  piloted, and scaled to fully decarbonise the world’s energy  consumption. "
